category,number of tokens,number of words without punctuation,number of types,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,document_score,document_magnitude,EVENT,LOCATION,ORGANIZATION,PERSON,classification
sociedade_cotidiano,3244,2925,1164,42,422,28,752,272,179,64,1,1,196,2.43511,15041,22.3282,5.14222,0.0017094,0.0,30.29999923706055,0.0011526268313727564,0.0011102616034822505,0.0016374284081393856,0.00124519359295456,TRUE
politica,193,167,119,3,21,1,53,11,6,5,0,0,6,3.25,838,20.875,5.01796,0.0,0.0,1.2999999523162842,0.017711429590625414,0.01165584692110618,0.02503680727548069,0.02025361740961671,FAKE
tv_celebridades,1061,928,463,10,156,12,257,48,39,19,0,0,54,2.8913,4367,20.1739,4.70582,0.00538793,0.10000000149011612,11.100000381469727,0.0032167825530367822,0.003911274659913032,0.003963848480700769,0.004898290428252,TRUE
tv_celebridades,199,161,122,4,36,1,36,10,9,6,2,0,11,2.71429,821,11.5,5.09938,0.0,0.0,1.399999976158142,0.02135653235018253,,0.01894909329712391,0.028679967974312607,FAKE
politica,117,103,62,2,6,0,38,1,2,0,0,0,1,2.0,482,14.7143,4.67961,0.0,0.20000000298023224,1.5,0.027899240788358908,,0.021742137614637613,0.018533759018672363,FAKE
tv_celebridades,1066,933,501,18,139,5,282,39,27,17,3,3,41,2.77083,4641,19.4375,4.97428,0.0,0.0,9.600000381469727,0.003808597389919063,0.0049704211136407175,0.0038838425021180335,0.004394081022058215,FAKE
sociedade_cotidiano,584,516,283,18,64,2,159,36,12,12,0,0,18,3.09091,2521,23.4545,4.88566,0.0135659,0.0,3.0,0.005974103944996993,0.00855645804073323,0.00683976672146292,0.006269639149061678,FAKE
politica,182,166,93,3,23,4,52,6,2,6,0,0,4,1.6,872,16.6,5.25301,0.006024100000000001,0.0,1.100000023841858,0.0193196387651066,0.028918200172483918,0.011988898473126548,0.026779198180884124,TRUE
politica,1746,1468,652,1,217,7,415,79,72,30,0,2,75,3.80822,6638,20.1096,4.5218,0.00885559,0.4000000059604645,33.299999237060554,0.004680509195168271,0.0022783553402405234,0.0014289893125268545,0.0017992102595709375,TRUE
politica,419,386,191,5,54,3,119,11,12,6,0,0,18,1.7368400000000002,1820,20.3158,4.7150300000000005,0.00259067,0.0,2.4000000953674316,0.008242120456305287,0.00634457147680223,0.0121876190616084,0.008630072539248928,TRUE
tv_celebridades,94,78,59,0,23,2,23,4,4,6,0,0,1,2.28571,380,11.1429,4.87179,0.0,0.0,1.399999976158142,0.031013426060477894,0.05248778797686099,0.0292831938713789,0.04717681184411049,FAKE
tv_celebridades,791,707,395,8,106,4,196,42,19,20,0,0,31,2.15385,3140,18.1282,4.4413,0.00141443,0.10000000149011612,9.199999809265137,0.006504732404688471,0.004211214634900293,0.005263034987729042,0.004848363004963507,TRUE
politica,183,155,100,1,37,1,38,4,19,2,0,0,11,1.86667,757,10.3333,4.88387,0.0,0.0,3.4000000953674316,0.02105454728007317,,0.0334108155220747,0.02320914177431001,FAKE
politica,168,145,89,1,37,2,36,4,4,6,1,0,6,1.6428599999999998,720,10.3571,4.96552,0.00689655,0.0,1.7999999523162842,0.02393255606293678,0.031027263651291524,0.024441774562001226,0.03383818524889648,FAKE
politica,666,571,294,3,96,2,163,27,22,9,1,0,38,3.39286,2756,20.3929,4.82662,0.0,0.0,4.5,0.0073142970060488515,0.004165881274578472,0.008319625314990323,0.007677763694664464,TRUE
tv_celebridades,239,205,133,7,37,2,61,8,12,3,0,0,8,2.125,984,12.8125,4.8,0.0,0.0,3.0999999046325684,0.011913105146959424,,0.025187658766905468,0.01768734613088546,FAKE
tv_celebridades,127,113,71,1,17,1,30,5,3,3,1,0,10,2.33333,475,18.8333,4.20354,0.00884956,0.0,1.7999999523162842,0.02270100638270378,,0.02555194435020288,0.04203631604711215,FAKE
politica,427,365,204,16,24,1,123,25,7,1,0,0,11,2.81818,1811,16.5909,4.96164,0.00821918,0.10000000149011612,2.9000000953674316,0.00899121540909012,0.007416206412017345,0.012483761442126706,0.012358176127935829,FAKE
tv_celebridades,715,604,320,2,109,5,153,36,37,11,2,1,53,3.08333,2905,16.7778,4.8096,0.0,0.10000000149011612,9.0,0.005902704807292474,0.005776149744633585,0.013777843327261508,0.007533277179498006,TRUE
politica,130,111,71,4,19,1,29,2,12,1,0,0,3,2.375,449,13.875,4.04504,0.0,0.20000000298023224,2.5999999046325684,0.03215732239186764,0.023536860942840576,0.018992232158780098,0.07168187107890844,FAKE
sociedade_cotidiano,461,413,248,7,72,0,116,28,14,10,0,0,22,2.28571,2008,19.6667,4.8619900000000005,0.00242131,-0.10000000149011612,4.599999904632568,0.014363566209794953,0.010387609635169309,0.008516980800777674,0.012381517910398545,TRUE
sociedade_cotidiano,186,162,117,1,25,0,48,14,4,5,0,0,7,3.0,843,20.25,5.2037,0.0,0.20000000298023224,1.7000000476837158,0.022288936935365204,0.028509166195160814,0.014367565512657166,0.02155212871730328,FAKE
tv_celebridades,186,165,103,4,26,0,59,5,5,5,0,0,3,1.90909,795,15.0,4.81818,0.00606061,-0.10000000149011612,2.200000047683716,0.01899209693074226,0.013754997402429579,0.026106475937095558,0.01474099528665344,FAKE
sociedade_cotidiano,417,384,211,8,58,2,111,43,6,11,0,0,17,2.35714,2017,27.4286,5.2526,0.0104167,0.0,2.4000000953674316,0.011523400003520342,0.008066570889204741,0.011153724556788805,0.0055590001090119285,TRUE
sociedade_cotidiano,153,141,99,3,24,1,39,13,10,3,0,0,4,1.5,666,17.625,4.7234,0.0,-0.20000000298023224,1.100000023841858,0.04374510329216719,0.01885704158080949,0.015135630033910275,0.030803048362334568,FAKE
politica,325,281,178,4,50,2,77,18,11,9,0,1,21,2.09524,1395,13.380999999999998,4.96441,0.00711744,-0.20000000298023224,4.800000190734863,0.008672773294771709,0.009263848420232534,0.006567830219864845,0.015359656140208244,FAKE
tv_celebridades,986,841,471,13,109,5,262,47,28,18,0,0,34,3.08511,3928,17.8936,4.67063,0.00237812,0.10000000149011612,10.800000190734863,0.004155887857986949,0.005891507125592658,0.003675302828196436,0.003908411827352311,TRUE
politica,2093,1880,876,15,298,15,501,101,97,49,2,4,141,2.91781,9260,25.7534,4.92553,0.00265957,0.0,22.899999618530273,0.0023720365565931124,0.0015176751626175687,0.00208577978919493,0.0018210833007722847,TRUE
politica,526,453,249,9,58,4,139,20,11,5,0,0,23,3.4761900000000003,2163,21.5714,4.7748300000000015,0.00220751,0.10000000149011612,3.700000047683716,0.006377337642175996,0.006617743638344109,0.006378190542039064,0.005937240546865558,TRUE
politica,248,215,143,6,31,2,71,11,6,4,0,0,5,3.66667,1101,23.8889,5.12093,0.0,0.0,1.2000000476837158,0.014177817333903575,0.0203575492836535,0.019040273502469063,0.017884430630753442,FAKE
politica,208,169,121,2,25,0,60,7,6,2,0,0,7,3.9,864,16.9,5.112430000000002,0.0,0.0,1.5,0.029070603195577863,0.014145583535234131,0.010411044000647962,0.01942490633915771,FAKE
politica,179,155,100,6,22,0,50,7,7,2,0,0,6,2.66667,768,17.2222,4.95484,0.0,0.0,1.100000023841858,0.01839708653278649,0.009649338200688362,0.02220945954322815,0.020453533778587968,FAKE
tv_celebridades,1437,1248,544,1,226,12,319,67,77,29,9,2,112,2.95312,5888,19.5,4.71795,0.00240385,0.10000000149011612,27.60000038146973,0.0021585288233365173,0.004686983560012389,0.005231540430731212,0.003647136800104707,TRUE
economia,227,185,112,4,26,0,53,7,4,2,0,0,4,3.0,862,13.2143,4.65946,0.0,0.10000000149011612,1.7000000476837158,0.01981795413626565,0.0356954955495894,0.02669590835769971,0.015037138189654797,FAKE
sociedade_cotidiano,582,517,268,8,79,9,142,41,22,6,0,2,15,2.16667,2505,17.2333,4.84526,0.0,0.0,5.300000190734863,0.005180110431913482,0.008417658141947221,0.008112319914454762,0.007731422264542844,TRUE
politica,531,480,224,7,63,4,154,13,13,5,0,0,23,2.21739,2374,20.8696,4.94583,0.0,0.10000000149011612,3.9000000953674316,0.0057841523622091,0.005792610347270966,0.008070047391811386,0.008039198680004725,TRUE
politica,645,539,342,4,86,7,166,37,16,16,0,0,31,3.65517,2685,18.5862,4.98145,0.0,0.0,5.300000190734863,0.0035984715602050228,0.006903825715805094,0.008380978246263805,0.0056450163657941355,FAKE
tv_celebridades,345,304,197,8,48,4,91,21,11,7,0,0,13,2.41176,1645,17.8824,5.41118,0.00657895,0.0,1.2000000476837158,0.008052106170604626,0.008062087930738926,0.014349206054413859,0.007696042575969778,FAKE
religiao,48,41,29,0,11,2,12,2,0,2,0,0,1,1.75,198,10.25,4.829269999999998,0.0,0.0,0.10000000149011612,0.058065928518772125,,0.05317683517932892,0.09290330484509468,FAKE
politica,860,763,356,7,108,4,249,37,17,22,0,0,24,2.425,3705,19.075,4.85583,0.00262123,0.0,5.099999904632568,0.004728706979608918,0.002044126659166068,0.0037789609457831827,0.005462981886356263,TRUE
tv_celebridades,675,592,321,10,84,3,193,29,18,16,0,2,24,2.51515,2858,17.9394,4.8277,0.00506757,0.0,5.0,0.003431956625718157,0.005375624774023891,0.0047835708299482395,0.006949495689600314,TRUE
politica,618,543,274,18,78,5,171,18,24,10,0,0,27,3.26087,2729,23.6087,5.02578,0.00184162,0.0,4.599999904632568,0.0040192030243236905,0.006784705693523089,0.007549663453742309,0.008786731213331223,FAKE
politica,203,172,124,5,35,1,52,6,5,7,0,0,10,2.38462,856,13.2308,4.97674,0.00581395,0.10000000149011612,2.5,0.0125134305562824,0.010911210440099241,0.02176442202180624,0.02527949828654528,FAKE
politica,580,504,260,2,115,2,122,12,26,17,5,0,44,2.71429,2336,18.0,4.63492,0.00793651,0.0,6.199999809265138,0.007150135249556864,0.01134263015618282,0.00713744208527108,0.011082534261351062,TRUE
politica,219,186,126,7,18,0,58,8,3,4,0,0,1,3.0,844,16.9091,4.53763,0.0,0.10000000149011612,1.7999999523162842,0.02232472212719066,0.028695171698927883,0.017197278666902672,0.02964717522263527,FAKE
sociedade_cotidiano,369,327,192,6,57,1,84,17,12,12,1,0,16,2.8,1564,21.8,4.78287,0.0,0.0,2.299999952316284,0.011423705518245696,0.018849710188806056,0.011722003741722022,0.007917431765235959,FAKE
politica,176,153,107,1,23,0,48,16,4,2,0,0,8,2.55556,820,17.0,5.3594800000000005,0.0,-0.10000000149011612,2.700000047683716,0.056494150310754776,0.009243323467671871,0.029621182320018605,0.01958979214541614,FAKE
tv_celebridades,1811,1524,643,0,170,1,492,50,41,31,0,1,46,3.63291,7130,19.2911,4.67848,0.000656168,0.30000001192092896,27.60000038146973,0.002853850388656492,0.0028849786482169288,0.0024734296638405685,0.001945818856716005,TRUE
tv_celebridades,697,590,389,12,84,5,195,32,17,13,0,0,18,2.43182,2961,13.4091,5.01864,0.00677966,0.10000000149011612,9.100000381469727,0.010166775640648077,0.0038772702100686725,0.0038167013262864202,0.004745680182439057,TRUE
politica,203,184,123,7,29,0,55,9,7,8,0,0,13,1.46154,916,14.1538,4.97826,0.0,0.0,1.7999999523162842,0.015388945738474531,0.040188780054450035,0.0282556905100743,0.016425831995617885,FAKE
politica,1262,1104,509,15,159,5,325,62,49,19,3,0,58,3.67442,5538,25.6744,5.0163,0.0,0.0,6.5,0.003032896424494019,0.002650220133364201,0.0031287229649024084,0.004000129893557319,TRUE
ciencia_tecnologia,358,300,193,1,64,1,71,16,19,7,0,0,33,2.5217400000000003,1439,13.0435,4.79667,0.01,0.10000000149011612,7.300000190734862,0.0170419355854392,0.009789644391275942,0.01674877053924969,0.010651440387043885,FAKE
politica,622,533,290,25,61,5,169,16,16,9,0,0,17,3.2963,2402,19.7407,4.50657,0.00187617,0.10000000149011612,5.599999904632568,0.0071881889598444096,0.008199910924304277,0.004827220380927126,0.006249177869624243,TRUE
sociedade_cotidiano,331,280,174,7,47,0,87,16,10,10,0,0,18,3.92308,1436,21.5385,5.12857,0.00357143,0.0,2.5,0.021917061880230904,0.007832933496683837,0.010785213089548051,0.010647061554824604,FAKE
sociedade_cotidiano,267,241,149,3,34,1,63,26,13,3,0,0,10,2.0,1163,18.5385,4.82573,0.0,0.0,2.200000047683716,0.009871578449383378,0.01716433477122337,0.01479495200328529,0.010527189856824966,FAKE
sociedade_cotidiano,808,744,309,3,83,4,207,44,18,10,0,0,25,2.06452,3505,24.0,4.71102,0.0,0.0,6.9000000953674325,0.003284992072731257,0.0057033084092601655,0.0043162212629492104,0.004818266017965096,TRUE
politica,945,852,416,12,131,7,258,28,36,33,0,0,30,2.90625,4159,26.625,4.88146,0.00234742,0.0,5.199999809265137,0.004739030758079527,0.0043638077830629686,0.004522144418760118,0.0035215316198041868,TRUE
sociedade_cotidiano,732,618,295,0,121,3,158,18,29,23,7,1,55,3.93103,2852,21.3103,4.61489,0.0,0.0,4.300000190734863,0.008515566901769491,0.005471202178991267,0.006020252929172582,0.007719298126176,TRUE
politica,1007,872,460,12,107,0,283,50,35,13,0,1,35,3.55263,4325,22.9474,4.95986,0.00344037,0.10000000149011612,7.599999904632567,0.003740280831345553,0.0026086317375302315,0.003942538998230841,0.004622608816636536,TRUE
tv_celebridades,2050,1778,867,13,197,7,494,147,76,23,1,0,120,4.25,9120,27.7812,5.12936,0.00168729,0.20000000298023224,21.799999237060547,0.0021563744562121834,0.001992566642002202,0.0017651643104139058,0.0015160773001643348,TRUE
tv_celebridades,208,168,109,0,33,1,41,9,9,4,7,0,20,3.63636,789,15.2727,4.69643,0.0178571,0.0,1.7999999523162842,0.016269840486347675,0.03287997795268893,0.015718846271435414,0.024248913002128784,FAKE
sociedade_cotidiano,2179,1962,839,17,249,10,558,118,89,23,2,0,113,3.14493,9716,28.4348,4.95209,0.00458716,0.0,17.100000381469727,0.0016315277446808884,0.0017680499569645949,0.0026732135469231893,0.0021235456761832428,TRUE
politica,1131,1010,451,28,144,3,316,31,30,22,1,0,36,3.025,4816,25.25,4.76832,0.000990099,0.0,6.199999809265138,0.003256767113736376,0.004513590144650901,0.003976514005833971,0.0040528653729437055,TRUE
politica,98,86,68,0,15,0,25,2,6,2,0,0,5,0.923077,398,6.61538,4.62791,0.0,-0.10000000149011612,0.6000000238418579,0.03249893262982369,0.11025318503379823,0.0320814810693264,0.0449076522141695,FAKE
sociedade_cotidiano,253,207,139,1,40,0,62,7,16,4,0,0,17,3.28571,1056,14.7857,5.10145,0.00966184,0.0,2.299999952316284,0.0075262635946273795,0.00869085065399607,0.017778406717947552,0.01323011809175736,FAKE
politica,215,179,111,0,37,2,47,6,5,4,2,0,13,3.27273,794,16.2727,4.43575,0.00558659,-0.10000000149011612,1.5,0.03003803299119075,0.010262703988701105,0.023472943653663,0.021294567609826724,FAKE
tv_celebridades,166,148,91,0,22,1,44,6,5,7,0,0,8,1.8,683,14.8,4.61486,0.0,0.0,0.8000000119209291,0.02551905976401435,0.02739459089934826,0.010752575161556402,0.02883307618851012,FAKE
politica,860,735,311,13,131,7,199,44,45,20,2,0,30,3.04878,3635,17.9268,4.9455800000000005,0.00408163,0.0,6.4000000953674325,0.005322811007995079,0.0034207044809591025,0.005684677205097519,0.005419848155445204,TRUE
sociedade_cotidiano,2058,1791,741,7,297,17,490,78,82,51,0,0,122,3.4675300000000004,9141,23.2597,5.10385,0.0005583469999999999,0.10000000149011612,20.100000381469727,0.0026252674207067755,0.002907948665476093,0.002836866838125778,0.0017596169899508067,TRUE
sociedade_cotidiano,688,613,303,7,83,0,177,42,20,10,0,0,14,2.58621,3063,21.1379,4.99674,0.00163132,0.0,3.700000047683716,0.005141133748111315,0.0058545141570991105,0.004643891350410524,0.0042593840393237775,TRUE
sociedade_cotidiano,241,213,125,7,37,1,55,8,11,8,0,0,4,1.55556,1026,11.8333,4.8169,0.0,0.0,1.5,0.028612349182367325,0.02200107959409556,0.009904240956529977,0.016396903898566958,FAKE
sociedade_cotidiano,892,771,399,11,113,3,250,41,24,20,0,2,25,2.95122,3898,18.8049,5.05577,0.0,0.0,6.699999809265138,0.0043350075866328535,0.007428111493936741,0.0052036557657023285,0.003755240690225037,TRUE
sociedade_cotidiano,730,649,373,6,102,1,190,24,19,15,1,0,22,1.84091,2921,14.75,4.500769999999998,0.00308166,0.0,9.399999618530273,0.005539161057888784,0.005591210731793018,0.004530654681730084,0.005860575754195452,TRUE
tv_celebridades,2043,1795,818,6,274,10,485,73,81,32,17,0,161,3.39726,8337,24.589,4.64457,0.00501393,0.20000000298023224,19.100000381469727,0.0019787715100392234,0.0020643543625154933,0.002048833502440489,0.002415386924217016,TRUE
sociedade_cotidiano,241,204,112,0,37,0,60,4,15,1,0,0,6,2.3125,946,12.75,4.63725,0.0,0.10000000149011612,3.700000047683716,0.01586391260339455,0.014369203359819947,,0.018536467920057486,TRUE
politica,179,151,110,1,27,1,46,6,3,4,1,0,10,1.47368,772,7.9473699999999985,5.11258,0.0,-0.20000000298023224,1.399999976158142,0.03375058776388565,0.012220781296491623,0.014610589481890203,0.02069711812179197,FAKE
politica,855,751,383,9,81,4,254,26,18,8,0,0,29,3.25,3636,23.4688,4.84154,0.0,0.10000000149011612,6.9000000953674325,0.004304368566307757,0.003332811660647136,0.005011702245101332,0.0044309085829549325,TRUE
sociedade_cotidiano,375,332,206,8,49,1,89,24,18,10,0,0,12,2.86667,1585,22.1333,4.7741,0.0,0.0,2.4000000953674316,0.00847496148198843,0.011479437218180724,0.012093067235712494,0.0055382348752270145,FAKE
politica,103,91,72,0,5,0,30,8,5,0,0,0,2,2.4,421,18.2,4.62637,0.010989,0.10000000149011612,0.5,0.05600281022489071,,,0.047535657417029135,FAKE
tv_celebridades,65,57,44,0,10,0,13,6,6,1,0,0,8,2.66667,245,19.0,4.29825,0.0,0.30000001192092896,3.2000000476837163,0.08240633457899094,,,0.09302841275930404,FAKE
economia,1122,1003,415,28,127,11,277,48,40,17,0,0,37,2.76744,4855,23.3256,4.84048,0.0,0.0,7.099999904632568,0.004178285234647387,0.006053014026422586,0.005122044572250589,0.0037790774586028415,TRUE
politica,1245,1062,496,18,157,7,315,52,45,23,2,4,63,3.0,5201,17.4098,4.89736,0.0,0.0,11.699999809265135,0.003746615764684975,0.002200577313487884,0.0034079633363889475,0.003649329824838787,TRUE
sociedade_cotidiano,150,131,92,2,17,1,40,6,6,1,0,0,11,1.9,619,13.1,4.72519,0.0,0.0,0.5,0.029150463826954364,0.02310707811266184,0.010498017072677612,0.027818688657134768,FAKE
politica,414,343,208,5,54,2,113,15,12,5,1,0,15,3.38095,1643,16.3333,4.79009,0.0,0.0,2.700000047683716,0.008461726922541856,0.006878728113536324,0.009349433425813913,0.00995951687800698,FAKE
tv_celebridades,188,168,111,0,31,1,44,13,6,8,0,0,9,1.11111,767,9.33333,4.56548,0.0,0.20000000298023224,1.8999999761581416,0.02366454526782036,0.018585344776511192,0.013372670859098434,0.02579743034827213,FAKE
tv_celebridades,874,777,458,5,125,5,227,33,27,24,1,0,28,2.425,3750,19.425,4.82625,0.002574,0.10000000149011612,7.5,0.007131244564477944,0.003285481815692037,0.0035937833082344797,0.004383012220602144,TRUE
tv_celebridades,549,473,270,8,83,4,142,21,22,14,0,1,26,2.92308,2230,18.1923,4.71459,0.0,0.0,4.099999904632568,0.005472515795477911,0.010523735312744977,0.009132396196946502,0.00865666477171623,FAKE
sociedade_cotidiano,178,146,98,1,17,0,48,9,8,4,0,0,5,3.55556,700,16.2222,4.79452,0.00684932,0.0,1.2000000476837158,0.02004180910686652,0.019643921671169143,0.015209451317787169,0.025218200586412262,FAKE
politica,2295,2013,914,18,280,5,659,78,42,49,0,0,59,2.35,9703,16.775,4.82017,0.00298063,0.0,19.600000381469727,0.0016966068320662568,0.001530511023284977,0.0013187906058322238,0.0019798747583314085,TRUE
tv_celebridades,258,230,156,0,36,0,66,26,11,2,0,0,13,2.0,1197,16.4286,5.20435,0.00869565,0.30000001192092896,5.800000190734862,0.008492181853701672,0.00901533360593021,0.008452167548239232,0.010402098918954527,FAKE
politica,2222,1975,775,15,248,14,592,59,94,31,9,0,109,3.43056,9398,27.4306,4.7584800000000005,0.00151899,0.0,13.5,0.001276068659786108,0.0026581132124192663,0.0016472005793600278,0.002319541122987229,TRUE
politica,18,15,15,0,2,0,6,0,1,0,0,0,1,1.0,79,5.0,5.26667,0.0,0.0,0.0,0.24129583686590195,,0.12149956077337265,0.1308283805847168,FAKE
tv_celebridades,98,83,63,0,10,1,27,5,4,2,0,0,4,1.5,425,8.3,5.1204800000000015,0.0,0.30000001192092896,1.7999999523162842,0.02068768441677093,0.06355165503919126,,0.05781902298331261,FAKE
politica,902,796,471,10,115,5,244,48,26,16,0,0,28,2.52381,3798,18.9524,4.77136,0.00502513,0.10000000149011612,10.600000381469727,0.0053400685099641906,0.005056057401277401,0.0035596450426332326,0.004641277829271762,TRUE
politica,708,631,295,10,86,1,190,26,14,19,0,0,20,2.9615400000000003,3207,24.2692,5.0824099999999985,0.0,0.0,3.799999952316284,0.0038031888267907655,0.007262109390770395,0.005684119579382241,0.0056675107771297925,TRUE
sociedade_cotidiano,239,219,127,3,32,1,73,6,6,8,0,0,7,2.0,1139,21.9,5.20091,0.0,0.0,1.2000000476837158,0.016875312735254947,0.011704047909006476,0.007671082334127276,0.017341370017013767,FAKE
tv_celebridades,350,303,192,0,55,2,86,22,13,11,0,0,23,1.67857,1419,10.8214,4.68317,0.0,0.10000000149011612,4.199999809265137,0.010205950037660923,0.010516863374505192,0.0050245169550180435,0.013467738601880578,FAKE
politica,1370,1146,543,14,227,13,315,38,46,30,13,1,75,3.44615,5503,17.6308,4.80192,0.0052356,0.0,12.100000381469727,0.003622580447699875,0.0020728231174871325,0.003226679961451075,0.0038818520398409533,TRUE
politica,564,502,283,5,67,1,159,20,20,8,1,0,20,2.81818,2580,22.8182,5.1394400000000005,0.0,0.0,2.0999999046325684,0.005031766224419697,0.004926676163449884,0.01004117852010365,0.007630888354278317,TRUE
politica,201,164,111,4,29,0,46,11,9,2,1,0,20,2.84615,781,12.6154,4.7622,0.0,0.0,1.8999999761581416,0.01404561591334641,,0.040469277339677014,0.024100900966335426,FAKE
tv_celebridades,833,774,352,8,123,3,225,26,23,26,0,0,30,1.40476,3939,18.4286,5.08915,0.0,0.0,6.0,0.006189995377715077,0.002790468453895301,0.006438185967614546,0.004282495055935885,TRUE
sociedade_cotidiano,224,176,118,0,44,1,44,4,11,3,2,0,17,3.42857,806,12.5714,4.57955,0.0,0.0,2.9000000953674316,0.028838124126195908,0.01747224060818553,0.019462805707007647,0.0302603910677135,FAKE
tv_celebridades,826,721,381,4,115,12,180,34,40,15,0,2,72,3.5,3521,24.0333,4.8835,0.0,0.0,7.400000095367432,0.005429775352873232,0.003730047115823254,0.003889066000868167,0.005931819632307303,TRUE
politica,238,206,143,3,29,2,53,18,15,1,2,0,17,1.6842099999999998,975,10.8421,4.73301,0.00970874,0.0,2.5999999046325684,0.0126467477530241,0.017944395309314132,0.01443568446363012,0.021401528579493363,FAKE
politica,142,124,83,3,26,2,37,8,7,4,0,1,5,2.0,628,13.7778,5.06452,0.0,0.0,1.7999999523162842,0.01910196679333846,0.02106710709631443,0.01686037366744131,0.03327827043831348,FAKE
politica,90,83,62,1,14,0,23,3,10,1,0,0,5,1.16667,419,13.8333,5.04819,0.0,-0.10000000149011612,2.5,0.03450420995553335,0.032482635229825974,0.04254177398979664,0.04681797777967794,FAKE
politica,2238,1966,849,23,312,9,587,86,103,39,2,1,83,3.77778,9697,27.3056,4.93235,0.00356053,0.0,18.799999237060547,0.0020758054890286396,0.0008979369944427162,0.002401081926072948,0.0017900524045606808,TRUE
politica,859,737,387,9,105,7,223,33,28,17,0,0,25,4.2069,3756,25.4138,5.0963400000000005,0.00678426,0.10000000149011612,6.099999904632568,0.0045192952931040154,0.0038606952875852585,0.004413707393083582,0.004180464000091888,TRUE
politica,160,139,96,3,21,0,43,10,8,1,0,0,3,1.90909,710,12.6364,5.10791,0.0215827,0.10000000149011612,2.299999952316284,0.018874360714107752,0.016375637302796047,0.02690690103918314,0.01924795171038972,FAKE
politica,1546,1379,525,16,187,5,416,55,43,44,0,0,42,2.56923,6474,21.2154,4.69471,0.0,0.0,10.199999809265137,0.0027894355681917023,0.0014695574180223047,0.002731158339884132,0.0032086958646472983,TRUE
politica,62,51,38,1,11,0,14,0,0,0,3,0,9,1.375,222,6.375,4.35294,0.0,0.10000000149011612,1.100000023841858,0.08668247051537037,0.02443745918571949,,0.06138384466369948,FAKE
politica,2961,2587,1056,4,520,11,654,129,156,53,26,3,238,1.88889,12672,13.0657,4.89834,0.00889061,0.0,54.5,0.001104641381451594,0.0020358157949997304,0.0018611355846973527,0.0015857845498248935,TRUE
politica,198,171,116,4,31,1,49,5,17,8,0,0,8,2.45455,839,15.5455,4.90643,0.0,0.0,1.7000000476837158,0.026215440859752043,0.010622551664710043,0.022857899777591232,0.03386283630970865,FAKE
politica,164,144,101,4,20,0,46,4,4,4,0,0,6,2.5,702,18.0,4.875,0.0,0.20000000298023224,1.8999999761581416,0.013392772059887648,0.017463045381009578,0.016236230464918268,0.025543347725437742,FAKE
tv_celebridades,264,218,129,3,54,0,47,21,18,8,1,1,13,2.3,1035,10.9,4.74771,0.0137615,0.5,6.599999904632568,0.0295449537890298,0.033030973747372634,0.0115731880068779,0.02137680345525344,FAKE
tv_celebridades,2177,1894,823,4,236,1,520,102,73,35,0,0,102,2.69524,9053,18.0381,4.7798300000000005,0.0,0.10000000149011612,22.79999923706055,0.0020988414933740653,0.002002500481755724,0.0017882949874006415,0.002431229255457205,TRUE
tv_celebridades,100,89,59,1,12,0,27,5,5,2,0,0,7,1.57143,422,12.7143,4.7415699999999985,0.0,-0.10000000149011612,0.699999988079071,0.025455011054873463,,0.02254282496869564,0.0389066483411524,FAKE
politica,155,128,88,1,25,2,36,9,7,2,0,0,9,2.45455,622,11.6364,4.859380000000002,0.0078125,0.0,1.7999999523162842,0.03786490974016488,,0.01595410518348217,0.037493159994482994,FAKE
politica,1514,1307,513,25,176,9,408,66,49,22,1,0,47,3.83333,6661,24.2037,5.0964,0.00153022,0.0,8.600000381469728,0.003173448801081737,0.0021039800082619945,0.0023319648994532013,0.003671416727064008,TRUE
politica,1655,1400,672,25,170,18,460,53,25,16,0,0,32,3.64286,7102,20.0,5.07286,0.0,0.10000000149011612,12.899999618530273,0.0021929143358169027,0.0041555196016647465,0.0018743333669174144,0.002432994654571468,TRUE
tv_celebridades,117,91,71,0,21,0,26,4,7,2,0,0,5,1.52941,446,5.35294,4.9011,0.0,0.0,1.2999999523162842,0.02075875084847212,,0.03512480668723583,0.04627026524394751,FAKE
tv_celebridades,158,135,93,9,19,3,42,5,9,2,0,0,2,1.91667,618,11.25,4.5777800000000015,0.0,0.0,0.8000000119209291,0.016968203708529472,0.02381949732080102,0.03214143371830384,0.022707608606045444,FAKE
politica,1180,1038,466,9,90,4,300,93,31,4,0,0,25,3.3023300000000004,5157,24.1395,4.96821,0.0,0.10000000149011612,9.399999618530273,0.00228900455686292,0.004091026112437247,0.002693472800800871,0.003653056975454092,TRUE
tv_celebridades,134,108,75,2,15,1,39,3,3,1,0,0,3,2.0,571,8.30769,5.28704,0.0,0.10000000149011612,1.2000000476837158,0.018149969400838014,0.02012490481138229,0.012843899428844452,0.03533412671337525,FAKE
politica,121,108,73,4,18,1,34,5,8,2,0,0,0,1.18182,507,9.81818,4.69444,0.00925926,0.0,2.299999952316284,0.034758972469717264,,0.03691650306185087,0.031054961095963205,FAKE
politica,146,137,101,1,25,0,39,5,11,3,0,0,4,1.0,615,15.2222,4.48905,0.014598500000000004,0.0,1.5,0.03042123764753342,0.015033601783216,0.016161342384293675,0.03115003071725369,FAKE
